grantee,url,amount,date,cause_area,cause_area_url,notes
"Redstone Strategy Group, LLC",https://www.hewlett.org/grants/redstone-strategy-group-llc-for-documenting-and-refining-trout-unlimiteds-western-water-project-strategy/,"$167,075","May 4, 2005",Environment,https://www.hewlett.org/programs/environment/,for documenting and refining Trout Unlimited's Western Water Project strategy
Instituto Nacional de Eficiência Energética,https://www.hewlett.org/grants/instituto-nacional-de-eficiencia-energetica-for-the-3rd-annual-brazilian-electric-vehicle-seminar-and-exhibit/,"$20,000","May 4, 2005",Environment,https://www.hewlett.org/programs/environment/,for the 3rd Annual Brazilian Electric Vehicle Seminar and Exhibit
Movimento Engenharia,https://www.hewlett.org/grants/movimento-engenharia-for-a-course-on-urban-mobility-environment-and-sustainability-to-be-attended-by-senior-transport-planners-in-brazil/,"$12,000","April 29, 2005",Environment,https://www.hewlett.org/programs/environment/,"for a course on urban mobility, environment and sustainability, to be attended by senior transport planners in Brazil"
Health Effects Institute,https://www.hewlett.org/grants/health-effects-institute-for-the-science-to-inform-transportation-and-air-quality-decisions-initiative/,"$500,000","April 29, 2005",Environment,https://www.hewlett.org/programs/environment/,for the Science to Inform Transportation and Air Quality Decisions initiative
Physicians for Social Responsibility - Los Angeles Chapter,https://www.hewlett.org/grants/physicians-for-social-responsibility-los-angeles-chapter-for-an-organizational-effectiveness-grant-to-improve-psr-las-external-marketing-messaging-and-activism-strategies-via-the-internet/,"$5,000","April 27, 2005",Environment,https://www.hewlett.org/programs/environment/,"for an organizational effectiveness grant to improve PSR-LA's external marketing, messaging and activism strategies via the internet"
"Tides, Inc.",https://www.hewlett.org/grants/tides-inc-for-the-nonprofitcenters-networks-2005-collaborating-for-success-national-conference/,"$10,000","April 22, 2005",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for the NonprofitCenters Network's 2005 Collaborating for Success National Conference
New America Foundation,https://www.hewlett.org/grants/new-america-foundation-for-accelerating-the-constructive-dialogue-between-commercial-and-noncommercial-stakeholders-active-in-the-digitization-and-publication-broadly-defined-of-educational-and-cu/,"$187,000","April 20, 2005",Education,https://www.hewlett.org/programs/education/,"for accelerating the constructive dialogue between commercial and noncommercial stakeholders active in the digitization and publication, broadly defined, of educational and cultural heritage materials"
Center for Global Development,https://www.hewlett.org/grants/center-for-global-development-for-the-preparation-of-a-one-day-meeting-on-population-economic-development-and-reproductive-health/,"$90,000","April 20, 2005",Population,,"for the preparation of a one-day meeting on population, economic development, and reproductive health"
KALW Public Radio,https://www.hewlett.org/grants/kalw-public-radio-for-the-performing-arts-reporting-component-of-the-public-service-reporting-project/,"$50,000","April 20, 2005",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for the performing arts reporting component of the Public Service Reporting Project
University of Mauritius,https://www.hewlett.org/grants/university-of-mauritius-for-support-of-the-2005-edition-of-the-second-international-conference-on-open-and-online-learning-icool-in-south-africa/,"$25,000","April 20, 2005",Education,https://www.hewlett.org/programs/education/,for support of the 2005 edition of the Second International Conference on Open and Online Learning (ICOOL) in South Africa
Alliance for California Traditional Arts,https://www.hewlett.org/grants/alliance-for-california-traditional-arts-for-general-support-of-the-california-traditional-arts-advancement-program/,"$120,000","April 14, 2005",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for general support of the California Traditional Arts Advancement Program
Fund for Folk Culture,https://www.hewlett.org/grants/fund-for-folk-culture-for-development-of-a-strategic-plan/,"$26,500","April 13, 2005",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for development of a strategic plan
Midsummer Mozart,https://www.hewlett.org/grants/midsummer-mozart-for-general-support-0/,"$40,000","March 28, 2005",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for general support
New England Foundation for the Arts,https://www.hewlett.org/grants/new-england-foundation-for-the-arts-for-general-support-of-the-san-francisco-bay-area-regional-dance-development-initiative/,"$100,000","March 28, 2005",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for general support of the San Francisco Bay Area Regional Dance Development Initiative
Midsummer Mozart,https://www.hewlett.org/grants/midsummer-mozart-for-a-one-to-one-matching-grant/,"$23,000","March 28, 2005",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for a one-to-one matching grant
Clean Air Task Force,https://www.hewlett.org/grants/clean-air-task-force-for-completion-of-a-project-in-bangkok-thailand-to-develop-a-model-for-cleaning-up-diesel-air-pollution-throughout-the-developing-world/,"$25,000","March 15, 2005",Environment,https://www.hewlett.org/programs/environment/,"for completion of a project in Bangkok, Thailand to develop a model for cleaning up diesel air pollution throughout the developing world"
"United Nations Educational, Scientific and Cultural Organization",https://www.hewlett.org/grants/united-nations-educational-scientific-and-cultural-organization-for-support-of-an-international-community-of-practice-on-open-educational-resources/,"$166,000","February 28, 2005",Education,https://www.hewlett.org/programs/education/,for support of an international community of practice on Open Educational Resources
"Center on Race, Poverty and the Environment",https://www.hewlett.org/grants/center-on-race-poverty-and-the-environment-for-general-support/,"$75,000","February 28, 2005",Environment,https://www.hewlett.org/programs/environment/,for general support
American Composers Forum of San Francisco,https://www.hewlett.org/grants/american-composers-forum-of-san-francisco-for-general-support/,"$150,000","February 28, 2005",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for general support
Institute for the Study of Knowledge Management in Education,https://www.hewlett.org/grants/institute-for-the-study-of-knowledge-management-in-education-for-research-and-analysis-to-help-stimulate-innovations-in-the-online-learning-of-developmental-courses-in-community-colleges/,"$190,000","February 28, 2005",Education,https://www.hewlett.org/programs/education/,for research and analysis to help stimulate innovations in the online learning of developmental courses in community colleges
Western Resource Advocates,https://www.hewlett.org/grants/western-resource-advocates-for-general-support-of-the-rocky-mountain-energy-campaign/,"$650,000","February 28, 2005",Environment,https://www.hewlett.org/programs/environment/,for general support of the Rocky Mountain Energy Campaign
Global Environment and Technology Foundation,https://www.hewlett.org/grants/global-environment-and-technology-foundation-for-the-center-for-energy-and-climate-solutions/,"$100,000","February 28, 2005",Environment,https://www.hewlett.org/programs/environment/,for the Center for Energy and Climate Solutions
One East Palo Alto Neighborhood Improvement Initiative,https://www.hewlett.org/grants/one-east-palo-alto-neighborhood-improvement-initiative-for-the-one-east-palo-alto-neighborhood-improvement-initiative-0/,"$521,210","February 28, 2005",Regional,,for the One East Palo Alto Neighborhood Improvement Initiative
International Sustainable Systems Research Center,https://www.hewlett.org/grants/international-sustainable-systems-research-center-for-a-joint-project-with-instituto-nacional-de-ecologia-to-improve-knowledge-concerning-motor-vehicle-emissions-in-mexico-city/,"$280,000","February 28, 2005",Environment,https://www.hewlett.org/programs/environment/,for a joint project with Instituto Nacional de Ecologia to improve knowledge concerning motor vehicle emissions in Mexico City
Resources Legacy Fund,https://www.hewlett.org/grants/resources-legacy-fund-for-a-planning-grant-for-a-statewide-effort-to-promote-fiscal-reform-in-california/,"$60,000","February 28, 2005",Education,https://www.hewlett.org/programs/education/,for a planning grant for a statewide effort to promote fiscal reform in California
California Summer Music,https://www.hewlett.org/grants/california-summer-music-for-general-support/,"$105,000","February 28, 2005",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for general support
American Academy of Arts and Sciences,https://www.hewlett.org/grants/american-academy-of-arts-and-sciences-for-a-capital-campaign/,"$3,000,000","February 28, 2005",Special Projects,https://www.hewlett.org/programs/special-projects/,for a capital campaign
Luther Burbank Center for the Arts,https://www.hewlett.org/grants/luther-burbank-center-for-the-arts-for-general-support-of-performing-arts-programs/,"$240,000","February 28, 2005",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for general support of performing arts programs
Greater Washington Educational Telecommunications Association,https://www.hewlett.org/grants/greater-washington-educational-telecommunications-association-for-continuation-of-the-by-the-people-project/,"$1,000,000","February 28, 2005",Global Development,,for continuation of the By The People project
Young Audiences of Northern California,https://www.hewlett.org/grants/young-audiences-of-northern-california-for-general-support/,"$225,000","February 28, 2005",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for general support
Facing the Future: People and the Planet,https://www.hewlett.org/grants/facing-the-future-people-and-the-planet-for-general-support/,"$25,000","February 28, 2005",Population,,for general support
San Mateo County Library Joint Powers Authority,https://www.hewlett.org/grants/san-mateo-county-library-joint-powers-authority-for-the-quest-learning-centers-literacy-after-school-program-for-east-palo-alto-children/,"$75,000","February 28, 2005",Regional,,for the Quest Learning Center's literacy after school program for East Palo Alto children
National Partnership for Women and Families,https://www.hewlett.org/grants/national-partnership-for-women-and-families-for-general-support-1/,"$100,000","February 28, 2005",Population,,for general support
Forum for the Future of Higher Education,https://www.hewlett.org/grants/forum-for-the-future-of-higher-education-for-the-development-and-implementation-of-a-forum-on-human-cognition-and-new-technologies/,"$190,000","February 28, 2005",Education,https://www.hewlett.org/programs/education/,for the development and implementation of a forum on human cognition and new technologies
Stanford University,https://www.hewlett.org/grants/stanford-university-for-general-support-of-the-stanford-institute-for-economic-policy-research/,"$800,000","February 28, 2005",Special Projects,https://www.hewlett.org/programs/special-projects/,for general support of the Stanford Institute for Economic Policy Research
Door Dog Music Productions,https://www.hewlett.org/grants/door-dog-music-productions-for-general-support/,"$15,000","February 28, 2005",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for general support
International Institute for Applied Systems Analysis,https://www.hewlett.org/grants/international-institute-for-applied-systems-analysis-for-a-project-to-assess-population-science-and-training-capacities-in-african-academic-institutions/,"$130,000","February 28, 2005",Population,,for a project to assess population science and training capacities in African academic institutions
Proyecto Fronterizo de Educación Ambiental,https://www.hewlett.org/grants/proyecto-fronterizo-de-educacion-ambiental-for-work-on-promoting-government-transparency-in-baja-california-mexico/,"$150,000","February 28, 2005",Global Development,,"for work on promoting government transparency in Baja California, Mexico"
Mario Molina Center for Strategic Studies of Energy and the Environment,https://www.hewlett.org/grants/mario-molina-center-for-strategic-studies-of-energy-and-the-environment-for-general-support/,"$720,000","February 28, 2005",Environment,https://www.hewlett.org/programs/environment/,for general support
Ashkenaz Music and Dance Community Center,https://www.hewlett.org/grants/ashkenaz-music-and-dance-community-center-for-general-support-0/,"$75,000","February 28, 2005",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for general support
Napa Valley Symphony Association,https://www.hewlett.org/grants/napa-valley-symphony-association-for-general-support/,"$195,000","February 28, 2005",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for general support
Social Venture Partners International,https://www.hewlett.org/grants/social-venture-partners-international-for-general-support/,"$200,000","February 28, 2005",Philanthropy,,for general support
Furman University,https://www.hewlett.org/grants/furman-university-for-research-knowledge-dissemination-and-policy-development-focusing-on-the-implementation-of-a-school-finance-court-decision-brought-on-behalf-of-students-in-eight-poor-rural-co/,"$600,000","February 28, 2005",Education,https://www.hewlett.org/programs/education/,"for research, knowledge dissemination, and policy development focusing on the implementation of a school finance court decision brought on behalf of students in eight poor rural communities in South Carolina"
EcoFlight,https://www.hewlett.org/grants/ecoflight-for-general-support-0/,"$150,000","February 28, 2005",Environment,https://www.hewlett.org/programs/environment/,for general support
Development Gateway Foundation,https://www.hewlett.org/grants/development-gateway-foundation-for-developing-a-topic-page-on-open-educational-resources-oer-for-the-web-based-portal-www-developmentgateway-org/,"$235,000","February 28, 2005",Education,https://www.hewlett.org/programs/education/,for developing a topic page on Open Educational Resources (OER) for the web-based portal (www.developmentgateway.org)
Energy Foundation,https://www.hewlett.org/grants/energy-foundation-for-general-support-of-the-energy-foundations-promotion-of-clean-energy-policies-in-the-united-states-0/,"$1,500,000","February 28, 2005",Environment,https://www.hewlett.org/programs/environment/,for general support of the Energy Foundation's promotion of clean energy policies in the United States
Organisation for Economic Co-operation and Development,https://www.hewlett.org/grants/organisation-for-economic-co-operation-and-development-for-an-international-study-of-demand-and-supply-side-issues-related-to-open-educational-resources/,"$270,000","February 28, 2005",Education,https://www.hewlett.org/programs/education/,for an international study of demand and supply side issues related to Open Educational Resources
Oxfam GB,https://www.hewlett.org/grants/oxfam-gb-for-a-situational-analysis-of-reproductive-health-and-hivaids-in-two-african-countries/,"$75,000","February 28, 2005",Population,,for a situational analysis of reproductive health and HIV/AIDS in two African countries
Social and Environmental Entrepreneurs,https://www.hewlett.org/grants/social-and-environmental-entrepreneurs-for-an-organizational-effectiveness-grant-to-east-yard-communities-for-environmental-justice/,"$5,000","February 28, 2005",Environment,https://www.hewlett.org/programs/environment/,for an organizational effectiveness grant to East Yard Communities for Environmental Justice
San Francisco Conservatory of Music,https://www.hewlett.org/grants/san-francisco-conservatory-of-music-for-general-support/,"$420,000","February 28, 2005",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for general support
American Medical Women's Association,https://www.hewlett.org/grants/american-medical-womens-association-for-the-reproductive-health-initiative-0/,"$100,000","February 28, 2005",Population,,for the Reproductive Health Initiative
Resource Media,https://www.hewlett.org/grants/resource-media-for-general-support-of-the-energy-and-public-lands-program/,"$500,000","February 28, 2005",Environment,https://www.hewlett.org/programs/environment/,for general support of the Energy and Public Lands program
Fundación del Empresariado en Mexico,https://www.hewlett.org/grants/fundacion-del-empresariado-en-mexico-for-an-organizational-effectiveness-grant/,"$15,000","February 28, 2005",Global Development,,for an organizational effectiveness grant
San Francisco Symphony,https://www.hewlett.org/grants/san-francisco-symphony-for-conflict-resolution-support/,"$30,000","February 28, 2005",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for conflict resolution support
Rova:Arts,https://www.hewlett.org/grants/rovaarts-for-general-support/,"$39,000","February 28, 2005",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for general support
Schola Cantorum,https://www.hewlett.org/grants/schola-cantorum-for-general-support-and-strategic-planning/,"$18,000","February 28, 2005",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for general support and strategic planning
Door Dog Music Productions,https://www.hewlett.org/grants/door-dog-music-productions-for-general-support/,"$15,000","February 28, 2005",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for general support
PolicyLink,https://www.hewlett.org/grants/policylink-for-general-support/,"$70,000","February 28, 2005",Environment,https://www.hewlett.org/programs/environment/,for general support
Institute for America's Future,https://www.hewlett.org/grants/institute-for-americas-future-for-general-support-of-the-apollo-project-for-good-jobs-and-energy-independence/,"$300,000","February 28, 2005",Environment,https://www.hewlett.org/programs/environment/,for general support of the Apollo Project for Good Jobs and Energy Independence
PolicyLink,https://www.hewlett.org/grants/policylink-for-the-planning-process-for-a-long-term-statewide-effort-to-promote-fiscal-and-governance-reform-in-california/,"$60,000","February 28, 2005",Education,https://www.hewlett.org/programs/education/,for the planning process for a long-term statewide effort to promote fiscal and governance reform in California
Commonwealth Medical Trust,https://www.hewlett.org/grants/commonwealth-medical-trust-for-general-support/,"$30,000","February 28, 2005",Population,,for general support
Community Development Institute,https://www.hewlett.org/grants/community-development-institute-for-support-of-nuestra-casas-parent-english-literacy-and-leadership-development-in-east-palo-alto/,"$80,000","February 28, 2005",Regional,,for support of Nuestra Casa's parent English literacy and leadership development in East Palo Alto
Johns Hopkins University,https://www.hewlett.org/grants/johns-hopkins-university-for-the-voluntary-hiv-testing-and-counseling-integrated-contraceptive-services-study/,"$250,000","February 28, 2005",Population,,for the Voluntary HIV Testing and Counseling Integrated Contraceptive Services Study
Stanford University,https://www.hewlett.org/grants/stanford-university-for-a-meeting-on-the-resort-by-state-to-preventive-force/,"$120,000","February 28, 2005",Special Projects,https://www.hewlett.org/programs/special-projects/,for a meeting on the resort by state to preventive force
"United Nations Educational, Scientific and Cultural Organization",https://www.hewlett.org/grants/united-nations-educational-scientific-and-cultural-organization-for-support-of-an-international-community-of-practice-on-open-educational-resources/,"$166,000","February 28, 2005",Education,https://www.hewlett.org/programs/education/,for support of an international community of practice on Open Educational Resources
"Center on Race, Poverty and the Environment",https://www.hewlett.org/grants/center-on-race-poverty-and-the-environment-for-general-support/,"$75,000","February 28, 2005",Environment,https://www.hewlett.org/programs/environment/,for general support
American Composers Forum of San Francisco,https://www.hewlett.org/grants/american-composers-forum-of-san-francisco-for-general-support/,"$150,000","February 28, 2005",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for general support
Institute for the Study of Knowledge Management in Education,https://www.hewlett.org/grants/institute-for-the-study-of-knowledge-management-in-education-for-research-and-analysis-to-help-stimulate-innovations-in-the-online-learning-of-developmental-courses-in-community-colleges/,"$190,000","February 28, 2005",Education,https://www.hewlett.org/programs/education/,for research and analysis to help stimulate innovations in the online learning of developmental courses in community colleges
Western Resource Advocates,https://www.hewlett.org/grants/western-resource-advocates-for-general-support-of-the-rocky-mountain-energy-campaign/,"$650,000","February 28, 2005",Environment,https://www.hewlett.org/programs/environment/,for general support of the Rocky Mountain Energy Campaign
Global Environment and Technology Foundation,https://www.hewlett.org/grants/global-environment-and-technology-foundation-for-the-center-for-energy-and-climate-solutions/,"$100,000","February 28, 2005",Environment,https://www.hewlett.org/programs/environment/,for the Center for Energy and Climate Solutions
One East Palo Alto Neighborhood Improvement Initiative,https://www.hewlett.org/grants/one-east-palo-alto-neighborhood-improvement-initiative-for-the-one-east-palo-alto-neighborhood-improvement-initiative-0/,"$521,210","February 28, 2005",Regional,,for the One East Palo Alto Neighborhood Improvement Initiative
International Sustainable Systems Research Center,https://www.hewlett.org/grants/international-sustainable-systems-research-center-for-a-joint-project-with-instituto-nacional-de-ecologia-to-improve-knowledge-concerning-motor-vehicle-emissions-in-mexico-city/,"$280,000","February 28, 2005",Environment,https://www.hewlett.org/programs/environment/,for a joint project with Instituto Nacional de Ecologia to improve knowledge concerning motor vehicle emissions in Mexico City
Resources Legacy Fund,https://www.hewlett.org/grants/resources-legacy-fund-for-a-planning-grant-for-a-statewide-effort-to-promote-fiscal-reform-in-california/,"$60,000","February 28, 2005",Education,https://www.hewlett.org/programs/education/,for a planning grant for a statewide effort to promote fiscal reform in California
California Summer Music,https://www.hewlett.org/grants/california-summer-music-for-general-support/,"$105,000","February 28, 2005",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for general support
Population Reference Bureau,https://www.hewlett.org/grants/population-reference-bureau-for-development-of-dissemination-and-marketing-strategies/,"$30,000","February 28, 2005",Population,,for development of dissemination and marketing strategies
Business-Arts Council,https://www.hewlett.org/grants/business-arts-council-for-general-support/,"$120,000","February 28, 2005",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for general support
San Francisco Conservatory of Music,https://www.hewlett.org/grants/san-francisco-conservatory-of-music-for-general-support/,"$420,000","February 28, 2005",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for general support
American Medical Women's Association,https://www.hewlett.org/grants/american-medical-womens-association-for-the-reproductive-health-initiative-0/,"$100,000","February 28, 2005",Population,,for the Reproductive Health Initiative
Resource Media,https://www.hewlett.org/grants/resource-media-for-general-support-of-the-energy-and-public-lands-program/,"$500,000","February 28, 2005",Environment,https://www.hewlett.org/programs/environment/,for general support of the Energy and Public Lands program
Fundación del Empresariado en Mexico,https://www.hewlett.org/grants/fundacion-del-empresariado-en-mexico-for-an-organizational-effectiveness-grant/,"$15,000","February 28, 2005",Global Development,,for an organizational effectiveness grant
San Francisco Symphony,https://www.hewlett.org/grants/san-francisco-symphony-for-conflict-resolution-support/,"$30,000","February 28, 2005",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for conflict resolution support
Rova:Arts,https://www.hewlett.org/grants/rovaarts-for-general-support/,"$39,000","February 28, 2005",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for general support
Schola Cantorum,https://www.hewlett.org/grants/schola-cantorum-for-general-support-and-strategic-planning/,"$18,000","February 28, 2005",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for general support and strategic planning
National Center on Education and the Economy,https://www.hewlett.org/grants/national-center-on-education-and-the-economy-for-a-research-and-policy-analysis-project-to-explore-ways-to-raise-the-productivity-of-education-and-training-institutions-in-the-u-s/,"$400,000","February 28, 2005",Education,https://www.hewlett.org/programs/education/,for a research and policy analysis project to explore ways to raise the productivity of education and training institutions in the U.S.
Family Care International,https://www.hewlett.org/grants/family-care-international-for-general-support/,"$250,000","February 28, 2005",Population,,for general support
Bread and Roses Benefit Agency,https://www.hewlett.org/grants/bread-and-roses-benefit-agency-for-general-support/,"$105,000","February 28, 2005",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for general support
PolicyLink,https://www.hewlett.org/grants/policylink-for-general-support/,"$70,000","February 28, 2005",Environment,https://www.hewlett.org/programs/environment/,for general support
Institute for America's Future,https://www.hewlett.org/grants/institute-for-americas-future-for-general-support-of-the-apollo-project-for-good-jobs-and-energy-independence/,"$300,000","February 28, 2005",Environment,https://www.hewlett.org/programs/environment/,for general support of the Apollo Project for Good Jobs and Energy Independence
PolicyLink,https://www.hewlett.org/grants/policylink-for-the-planning-process-for-a-long-term-statewide-effort-to-promote-fiscal-and-governance-reform-in-california/,"$60,000","February 28, 2005",Education,https://www.hewlett.org/programs/education/,for the planning process for a long-term statewide effort to promote fiscal and governance reform in California
Door Dog Music Productions,https://www.hewlett.org/grants/door-dog-music-productions-for-general-support/,"$15,000","February 28, 2005",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for general support
Commonwealth Medical Trust,https://www.hewlett.org/grants/commonwealth-medical-trust-for-general-support/,"$30,000","February 28, 2005",Population,,for general support
Community Development Institute,https://www.hewlett.org/grants/community-development-institute-for-support-of-nuestra-casas-parent-english-literacy-and-leadership-development-in-east-palo-alto/,"$80,000","February 28, 2005",Regional,,for support of Nuestra Casa's parent English literacy and leadership development in East Palo Alto
Johns Hopkins University,https://www.hewlett.org/grants/johns-hopkins-university-for-the-voluntary-hiv-testing-and-counseling-integrated-contraceptive-services-study/,"$250,000","February 28, 2005",Population,,for the Voluntary HIV Testing and Counseling Integrated Contraceptive Services Study
Stanford University,https://www.hewlett.org/grants/stanford-university-for-a-meeting-on-the-resort-by-state-to-preventive-force/,"$120,000","February 28, 2005",Special Projects,https://www.hewlett.org/programs/special-projects/,for a meeting on the resort by state to preventive force
American Composers Forum of San Francisco,https://www.hewlett.org/grants/american-composers-forum-of-san-francisco-for-general-support/,"$150,000","February 28, 2005",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for general support
Institute for the Study of Knowledge Management in Education,https://www.hewlett.org/grants/institute-for-the-study-of-knowledge-management-in-education-for-research-and-analysis-to-help-stimulate-innovations-in-the-online-learning-of-developmental-courses-in-community-colleges/,"$190,000","February 28, 2005",Education,https://www.hewlett.org/programs/education/,for research and analysis to help stimulate innovations in the online learning of developmental courses in community colleges
PolicyLink,https://www.hewlett.org/grants/policylink-for-general-support/,"$70,000","February 28, 2005",Environment,https://www.hewlett.org/programs/environment/,for general support
Institute for America's Future,https://www.hewlett.org/grants/institute-for-americas-future-for-general-support-of-the-apollo-project-for-good-jobs-and-energy-independence/,"$300,000","February 28, 2005",Environment,https://www.hewlett.org/programs/environment/,for general support of the Apollo Project for Good Jobs and Energy Independence
PolicyLink,https://www.hewlett.org/grants/policylink-for-the-planning-process-for-a-long-term-statewide-effort-to-promote-fiscal-and-governance-reform-in-california/,"$60,000","February 28, 2005",Education,https://www.hewlett.org/programs/education/,for the planning process for a long-term statewide effort to promote fiscal and governance reform in California
Commonwealth Medical Trust,https://www.hewlett.org/grants/commonwealth-medical-trust-for-general-support/,"$30,000","February 28, 2005",Population,,for general support
Community Development Institute,https://www.hewlett.org/grants/community-development-institute-for-support-of-nuestra-casas-parent-english-literacy-and-leadership-development-in-east-palo-alto/,"$80,000","February 28, 2005",Regional,,for support of Nuestra Casa's parent English literacy and leadership development in East Palo Alto
Johns Hopkins University,https://www.hewlett.org/grants/johns-hopkins-university-for-the-voluntary-hiv-testing-and-counseling-integrated-contraceptive-services-study/,"$250,000","February 28, 2005",Population,,for the Voluntary HIV Testing and Counseling Integrated Contraceptive Services Study
Stanford University,https://www.hewlett.org/grants/stanford-university-for-a-meeting-on-the-resort-by-state-to-preventive-force/,"$120,000","February 28, 2005",Special Projects,https://www.hewlett.org/programs/special-projects/,for a meeting on the resort by state to preventive force
"United Nations Educational, Scientific and Cultural Organization",https://www.hewlett.org/grants/united-nations-educational-scientific-and-cultural-organization-for-support-of-an-international-community-of-practice-on-open-educational-resources/,"$166,000","February 28, 2005",Education,https://www.hewlett.org/programs/education/,for support of an international community of practice on Open Educational Resources
"Center on Race, Poverty and the Environment",https://www.hewlett.org/grants/center-on-race-poverty-and-the-environment-for-general-support/,"$75,000","February 28, 2005",Environment,https://www.hewlett.org/programs/environment/,for general support
American Composers Forum of San Francisco,https://www.hewlett.org/grants/american-composers-forum-of-san-francisco-for-general-support/,"$150,000","February 28, 2005",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for general support
Bread and Roses Benefit Agency,https://www.hewlett.org/grants/bread-and-roses-benefit-agency-for-general-support/,"$105,000","February 28, 2005",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for general support
Julia Morgan Center for the Arts,https://www.hewlett.org/grants/julia-morgan-center-for-the-arts-for-general-support-of-the-lincoln-center-institute-program/,"$300,000","February 28, 2005",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for general support of the Lincoln Center Institute program
International Center for Not-for-Profit Law,https://www.hewlett.org/grants/international-center-for-not-for-profit-law-for-the-partners-improving-laws-affecting-philanthropy-project/,"$190,000","February 28, 2005",Global Development,,for the Partners Improving Laws Affecting Philanthropy project
Conservation Colorado Education Fund,https://www.hewlett.org/grants/conservation-colorado-education-fund-for-the-colorado-water-caucus-sustainable-water-campaign-1/,"$200,000","February 28, 2005",Environment,https://www.hewlett.org/programs/environment/,for the Colorado Water Caucus' sustainable water campaign
American Bach Soloists,https://www.hewlett.org/grants/american-bach-soloists-for-general-support-0/,"$135,000","February 28, 2005",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for general support
Agape Foundation,https://www.hewlett.org/grants/agape-foundation-for-general-support-of-california-communities-against-toxics/,"$35,000","February 28, 2005",Environment,https://www.hewlett.org/programs/environment/,for general support of California Communities Against Toxics
ACLU Foundation of Southern California,https://www.hewlett.org/grants/aclu-foundation-of-southern-california-for-efforts-to-monitor-and-support-implementation-of-the-williams-settlement-statewide/,"$250,000","February 28, 2005",Education,https://www.hewlett.org/programs/education/,for efforts to monitor and support implementation of the Williams settlement statewide
Energy Foundation,https://www.hewlett.org/grants/energy-foundation-for-general-support-1/,"$2,000,000","February 28, 2005",Environment,https://www.hewlett.org/programs/environment/,for general support
Fundación del Empresariado en Mexico,https://www.hewlett.org/grants/fundacion-del-empresariado-en-mexico-for-the-technical-design-of-the-fundemex-funding-mechanism/,"$135,000","February 28, 2005",Global Development,,for the technical design of the FUNDEMEX funding mechanism
Energy Foundation,https://www.hewlett.org/grants/energy-foundation-for-general-support-of-the-energy-foundations-china-transportation-program-0/,"$2,000,000","February 28, 2005",Environment,https://www.hewlett.org/programs/environment/,for general support of the Energy Foundation's China Transportation program
East Bay Performing Arts,https://www.hewlett.org/grants/east-bay-performing-arts-for-general-support/,"$255,000","February 28, 2005",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for general support
Berkeley Society for the Preservation of Traditional Music,https://www.hewlett.org/grants/berkeley-society-for-the-preservation-of-traditional-music-for-general-support/,"$90,000","February 28, 2005",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for general support
Music at Kohl Mansion,https://www.hewlett.org/grants/music-at-kohl-mansion-for-general-support/,"$45,000","February 28, 2005",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for general support
University of Montana,https://www.hewlett.org/grants/university-of-montana-for-general-support-of-the-center-for-the-rocky-mountain-west-0/,"$200,000","February 28, 2005",Environment,https://www.hewlett.org/programs/environment/,for general support of the Center for the Rocky Mountain West
Public Advocates,https://www.hewlett.org/grants/public-advocates-for-efforts-to-monitor-and-support-implementation-of-the-williams-settlement-including-work-with-county-superintendents-and-grassroots-community-organizations/,"$600,000","February 28, 2005",Education,https://www.hewlett.org/programs/education/,"for efforts to monitor and support implementation of the Williams settlement, including work with county superintendents and grassroots community organizations"
